Driver,LapNumber,Stint,Compound,TrackStatus,LapTimeSeconds,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedFL
NOR,74.0,2.0,HARD,1,76.429,0 days 00:00:19.859000,0 days 00:00:36.285000,0 days 00:00:20.285000,205.0,264.0
NOR,75.0,2.0,HARD,1,76.517,0 days 00:00:19.886000,0 days 00:00:36.194000,0 days 00:00:20.437000,204.0,269.0
NOR,78.0,2.0,HARD,1,77.296,0 days 00:00:20.080000,0 days 00:00:36.740000,0 days 00:00:20.476000,201.0,264.0
RUS,3.0,2.0,MEDIUM,1,85.319,0 days 00:00:24.518000,0 days 00:00:38.667000,0 days 00:00:22.134000,168.0,258.0
RUS,4.0,2.0,MEDIUM,1,82.868,0 days 00:00:21.853000,0 days 00:00:38.884000,0 days 00:00:22.131000,177.0,268.0
RUS,5.0,2.0,MEDIUM,1,83.045,0 days 00:00:22.046000,0 days 00:00:38.571000,0 days 00:00:22.428000,179.0,257.0
RUS,6.0,2.0,MEDIUM,1,83.012,0 days 00:00:21.790000,0 days 00:00:39.146000,0 days 00:00:22.076000,178.0,255.0
RUS,7.0,2.0,MEDIUM,1,81.415,0 days 00:00:21.818000,0 days 00:00:38.119000,0 days 00:00:21.478000,187.0,256.0
RUS,8.0,2.0,MEDIUM,1,81.612,0 days 00:00:21.689000,0 days 00:00:38.104000,0 days 00:00:21.819000,188.0,255.0
RUS,9.0,2.0,MEDIUM,1,81.433,0 days 00:00:21.680000,0 days 00:00:38.177000,0 days 00:00:21.576000,189.0,256.0
RUS,10.0,2.0,MEDIUM,1,81.531,0 days 00:00:21.973000,0 days 00:00:37.733000,0 days 00:00:21.825000,184.0,257.0
RUS,11.0,2.0,MEDIUM,1,81.452,0 days 00:00:21.765000,0 days 00:00:38.040000,0 days 00:00:21.647000,182.0,256.0
RUS,12.0,2.0,MEDIUM,1,80.316,0 days 00:00:21.458000,0 days 00:00:37.547000,0 days 00:00:21.311000,190.0,257.0
RUS,13.0,2.0,MEDIUM,1,80.525,0 days 00:00:21.414000,0 days 00:00:37.770000,0 days 00:00:21.341000,195.0,257.0
RUS,14.0,2.0,MEDIUM,1,80.272,0 days 00:00:21.224000,0 days 00:00:37.519000,0 days 00:00:21.529000,193.0,257.0
RUS,15.0,2.0,MEDIUM,1,80.202,0 days 00:00:21.203000,0 days 00:00:37.551000,0 days 00:00:21.448000,196.0,256.0
RUS,16.0,2.0,MEDIUM,1,79.913,0 days 00:00:21.301000,0 days 00:00:37.484000,0 days 00:00:21.128000,193.0,257.0
RUS,17.0,2.0,MEDIUM,1,80.15,0 days 00:00:21.408000,0 days 00:00:37.437000,0 days 00:00:21.305000,195.0,256.0
RUS,18.0,2.0,MEDIUM,1,79.438,0 days 00:00:21.248000,0 days 00:00:36.992000,0 days 00:00:21.198000,196.0,257.0
RUS,19.0,2.0,MEDIUM,1,80.157,0 days 00:00:21.402000,0 days 00:00:37.398000,0 days 00:00:21.357000,195.0,257.0
RUS,21.0,2.0,MEDIUM,1,79.788,0 days 00:00:21.174000,0 days 00:00:37.427000,0 days 00:00:21.187000,196.0,257.0
RUS,22.0,2.0,MEDIUM,1,79.691,0 days 00:00:21.336000,0 days 00:00:37.159000,0 days 00:00:21.196000,197.0,257.0
RUS,23.0,2.0,MEDIUM,1,79.397,0 days 00:00:21.109000,0 days 00:00:37.080000,0 days 00:00:21.208000,196.0,257.0
RUS,24.0,2.0,MEDIUM,1,79.484,0 days 00:00:21.193000,0 days 00:00:37.075000,0 days 00:00:21.216000,199.0,257.0
RUS,25.0,2.0,MEDIUM,1,78.651,0 days 00:00:20.910000,0 days 00:00:36.745000,0 days 00:00:20.996000,198.0,257.0
RUS,26.0,2.0,MEDIUM,1,79.006,0 days 00:00:21.449000,0 days 00:00:36.653000,0 days 00:00:20.904000,193.0,257.0
RUS,27.0,2.0,MEDIUM,1,78.927,0 days 00:00:21.081000,0 days 00:00:36.831000,0 days 00:00:21.015000,197.0,257.0
RUS,29.0,2.0,MEDIUM,1,78.624,0 days 00:00:21.067000,0 days 00:00:36.636000,0 days 00:00:20.921000,196.0,258.0
RUS,30.0,2.0,MEDIUM,1,78.811,0 days 00:00:21.195000,0 days 00:00:36.618000,0 days 00:00:20.998000,197.0,257.0
RUS,31.0,2.0,MEDIUM,1,79.101,0 days 00:00:21.076000,0 days 00:00:36.695000,0 days 00:00:21.330000,198.0,257.0
RUS,32.0,2.0,MEDIUM,1,79.122,0 days 00:00:20.993000,0 days 00:00:37.092000,0 days 00:00:21.037000,199.0,258.0
RUS,33.0,2.0,MEDIUM,1,78.91,0 days 00:00:20.991000,0 days 00:00:36.737000,0 days 00:00:21.182000,197.0,258.0
RUS,35.0,2.0,MEDIUM,1,80.448,0 days 00:00:21.603000,0 days 00:00:37.625000,0 days 00:00:21.220000,190.0,258.0
RUS,36.0,2.0,MEDIUM,1,79.728,0 days 00:00:21.254000,0 days 00:00:37.243000,0 days 00:00:21.231000,199.0,258.0
RUS,37.0,2.0,MEDIUM,1,78.757,0 days 00:00:21.135000,0 days 00:00:36.783000,0 days 00:00:20.839000,198.0,259.0
RUS,38.0,2.0,MEDIUM,1,78.446,0 days 00:00:21.051000,0 days 00:00:36.540000,0 days 00:00:20.855000,196.0,258.0
RUS,39.0,2.0,MEDIUM,1,78.45,0 days 00:00:21.063000,0 days 00:00:36.681000,0 days 00:00:20.706000,197.0,259.0
RUS,40.0,2.0,MEDIUM,1,78.139,0 days 00:00:21.011000,0 days 00:00:36.308000,0 days 00:00:20.820000,199.0,258.0
RUS,41.0,2.0,MEDIUM,1,78.308,0 days 00:00:20.912000,0 days 00:00:36.558000,0 days 00:00:20.838000,202.0,258.0
RUS,42.0,2.0,MEDIUM,1,78.204,0 days 00:00:20.877000,0 days 00:00:36.481000,0 days 00:00:20.846000,201.0,258.0
RUS,43.0,2.0,MEDIUM,1,78.684,0 days 00:00:20.878000,0 days 00:00:36.662000,0 days 00:00:21.144000,199.0,259.0
RUS,44.0,2.0,MEDIUM,1,78.177,0 days 00:00:20.798000,0 days 00:00:36.462000,0 days 00:00:20.917000,200.0,259.0
RUS,45.0,2.0,MEDIUM,1,78.449,0 days 00:00:20.914000,0 days 00:00:36.740000,0 days 00:00:20.795000,195.0,260.0
RUS,46.0,2.0,MEDIUM,1,78.387,0 days 00:00:20.904000,0 days 00:00:36.537000,0 days 00:00:20.946000,197.0,260.0
RUS,47.0,2.0,MEDIUM,1,78.314,0 days 00:00:20.768000,0 days 00:00:36.519000,0 days 00:00:21.027000,196.0,261.0
RUS,49.0,2.0,MEDIUM,1,78.985,0 days 00:00:20.975000,0 days 00:00:36.845000,0 days 00:00:21.165000,191.0,261.0
RUS,50.0,2.0,MEDIUM,1,78.447,0 days 00:00:21.009000,0 days 00:00:36.565000,0 days 00:00:20.873000,194.0,260.0
RUS,51.0,2.0,MEDIUM,1,78.049,0 days 00:00:20.754000,0 days 00:00:36.461000,0 days 00:00:20.834000,196.0,261.0
RUS,52.0,2.0,MEDIUM,12,78.602,0 days 00:00:20.742000,0 days 00:00:36.669000,0 days 00:00:21.191000,194.0,261.0
RUS,53.0,2.0,MEDIUM,21,80.891,0 days 00:00:21.524000,0 days 00:00:38.227000,0 days 00:00:21.140000,190.0,259.0
RUS,54.0,2.0,MEDIUM,1,78.201,0 days 00:00:20.753000,0 days 00:00:36.599000,0 days 00:00:20.849000,197.0,260.0
RUS,55.0,2.0,MEDIUM,1,77.305,0 days 00:00:20.747000,0 days 00:00:36.050000,0 days 00:00:20.508000,202.0,259.0
RUS,56.0,2.0,MEDIUM,1,77.071,0 days 00:00:20.490000,0 days 00:00:36.009000,0 days 00:00:20.572000,207.0,260.0
RUS,57.0,2.0,MEDIUM,1,76.91,0 days 00:00:20.542000,0 days 00:00:35.880000,0 days 00:00:20.488000,203.0,261.0
RUS,58.0,2.0,MEDIUM,1,77.142,0 days 00:00:20.435000,0 days 00:00:36.079000,0 days 00:00:20.628000,206.0,259.0
RUS,59.0,2.0,MEDIUM,1,76.842,0 days 00:00:20.416000,0 days 00:00:35.875000,0 days 00:00:20.551000,204.0,261.0
RUS,62.0,2.0,MEDIUM,1,76.787,0 days 00:00:20.251000,0 days 00:00:36.072000,0 days 00:00:20.464000,201.0,262.0
RUS,63.0,2.0,MEDIUM,1,76.581,0 days 00:00:20.073000,0 days 00:00:35.838000,0 days 00:00:20.670000,202.0,263.0
RUS,64.0,2.0,MEDIUM,1,76.133,0 days 00:00:20.219000,0 days 00:00:35.530000,0 days 00:00:20.384000,206.0,259.0
RUS,65.0,2.0,MEDIUM,1,75.651,0 days 00:00:19.764000,0 days 00:00:35.606000,0 days 00:00:20.281000,200.0,262.0
RUS,66.0,2.0,MEDIUM,1,75.848,0 days 00:00:19.709000,0 days 00:00:35.781000,0 days 00:00:20.358000,205.0,260.0
RUS,67.0,2.0,MEDIUM,1,76.157,0 days 00:00:20.043000,0 days 00:00:35.724000,0 days 00:00:20.390000,204.0,260.0
RUS,68.0,2.0,MEDIUM,1,75.931,0 days 00:00:19.945000,0 days 00:00:35.671000,0 days 00:00:20.315000,205.0,261.0
RUS,69.0,2.0,MEDIUM,1,75.869,0 days 00:00:19.910000,0 days 00:00:35.697000,0 days 00:00:20.262000,204.0,260.0
RUS,70.0,2.0,MEDIUM,1,75.251,0 days 00:00:19.673000,0 days 00:00:35.416000,0 days 00:00:20.162000,209.0,261.0
RUS,71.0,2.0,MEDIUM,1,75.827,0 days 00:00:19.690000,0 days 00:00:35.736000,0 days 00:00:20.401000,206.0,262.0
RUS,72.0,2.0,MEDIUM,1,75.839,0 days 00:00:19.735000,0 days 00:00:35.841000,0 days 00:00:20.263000,207.0,260.0
RUS,73.0,2.0,MEDIUM,1,75.228,0 days 00:00:19.584000,0 days 00:00:35.408000,0 days 00:00:20.236000,210.0,262.0
RUS,74.0,2.0,MEDIUM,1,75.376,0 days 00:00:19.700000,0 days 00:00:35.512000,0 days 00:00:20.164000,206.0,262.0
RUS,75.0,2.0,MEDIUM,1,75.525,0 days 00:00:19.694000,0 days 00:00:35.518000,0 days 00:00:20.313000,208.0,262.0
RUS,76.0,2.0,MEDIUM,1,75.753,0 days 00:00:19.783000,0 days 00:00:35.639000,0 days 00:00:20.331000,207.0,262.0
RUS,77.0,2.0,MEDIUM,1,75.532,0 days 00:00:19.620000,0 days 00:00:35.607000,0 days 00:00:20.305000,209.0,264.0
RUS,78.0,2.0,MEDIUM,1,76.303,0 days 00:00:19.846000,0 days 00:00:35.851000,0 days 00:00:20.606000,200.0,263.0
VER,3.0,2.0,MEDIUM,1,85.744,0 days 00:00:24.715000,0 days 00:00:38.860000,0 days 00:00:22.169000,169.0,256.0
VER,4.0,2.0,MEDIUM,1,83.275,0 days 00:00:21.947000,0 days 00:00:38.888000,0 days 00:00:22.440000,166.0,256.0
VER,5.0,2.0,MEDIUM,1,83.4,0 days 00:00:22.318000,0 days 00:00:38.953000,0 days 00:00:22.129000,160.0,256.0
VER,6.0,2.0,MEDIUM,1,83.787,0 days 00:00:21.761000,0 days 00:00:39.710000,0 days 00:00:22.316000,166.0,254.0
VER,7.0,2.0,MEDIUM,1,81.283,0 days 00:00:21.383000,0 days 00:00:38.200000,0 days 00:00:21.700000,168.0,256.0
VER,8.0,2.0,MEDIUM,1,81.657,0 days 00:00:21.194000,0 days 00:00:38.504000,0 days 00:00:21.959000,169.0,254.0
VER,9.0,2.0,MEDIUM,1,81.74,0 days 00:00:21.492000,0 days 00:00:38.489000,0 days 00:00:21.759000,173.0,254.0
VER,10.0,2.0,MEDIUM,1,81.244,0 days 00:00:21.172000,0 days 00:00:38.177000,0 days 00:00:21.895000,168.0,255.0
VER,11.0,2.0,MEDIUM,1,81.492,0 days 00:00:21.223000,0 days 00:00:38.280000,0 days 00:00:21.989000,175.0,254.0
VER,13.0,2.0,MEDIUM,1,79.904,0 days 00:00:20.858000,0 days 00:00:37.533000,0 days 00:00:21.513000,176.0,256.0
VER,14.0,2.0,MEDIUM,1,79.723,0 days 00:00:20.849000,0 days 00:00:37.408000,0 days 00:00:21.466000,175.0,255.0
VER,15.0,2.0,MEDIUM,1,80.37,0 days 00:00:20.949000,0 days 00:00:37.792000,0 days 00:00:21.629000,172.0,255.0
VER,16.0,2.0,MEDIUM,1,80.287,0 days 00:00:21.059000,0 days 00:00:37.755000,0 days 00:00:21.473000,166.0,256.0
VER,17.0,2.0,MEDIUM,1,79.898,0 days 00:00:20.952000,0 days 00:00:37.610000,0 days 00:00:21.336000,172.0,255.0
VER,18.0,2.0,MEDIUM,1,79.58,0 days 00:00:21.012000,0 days 00:00:37.408000,0 days 00:00:21.160000,179.0,256.0
VER,19.0,2.0,MEDIUM,1,80.171,0 days 00:00:21.034000,0 days 00:00:37.869000,0 days 00:00:21.268000,172.0,256.0
VER,20.0,2.0,MEDIUM,1,79.886,0 days 00:00:20.908000,0 days 00:00:37.402000,0 days 00:00:21.576000,169.0,256.0
VER,21.0,2.0,MEDIUM,1,80.255,0 days 00:00:21.039000,0 days 00:00:37.731000,0 days 00:00:21.485000,172.0,256.0
VER,22.0,2.0,MEDIUM,1,79.813,0 days 00:00:21.017000,0 days 00:00:37.631000,0 days 00:00:21.165000,170.0,256.0
VER,23.0,2.0,MEDIUM,1,78.979,0 days 00:00:20.825000,0 days 00:00:36.884000,0 days 00:00:21.270000,186.0,256.0
VER,24.0,2.0,MEDIUM,1,79.364,0 days 00:00:20.830000,0 days 00:00:37.287000,0 days 00:00:21.247000,182.0,257.0
VER,25.0,2.0,MEDIUM,1,79.38,0 days 00:00:20.827000,0 days 00:00:37.328000,0 days 00:00:21.225000,177.0,255.0
VER,26.0,2.0,MEDIUM,1,78.818,0 days 00:00:20.646000,0 days 00:00:37.241000,0 days 00:00:20.931000,179.0,256.0
VER,27.0,2.0,MEDIUM,1,78.797,0 days 00:00:20.592000,0 days 00:00:37.213000,0 days 00:00:20.992000,184.0,256.0
VER,28.0,2.0,MEDIUM,1,78.682,0 days 00:00:21,0 days 00:00:36.851000,0 days 00:00:20.831000,194.0,257.0
VER,29.0,2.0,MEDIUM,1,78.795,0 days 00:00:20.960000,0 days 00:00:36.819000,0 days 00:00:21.016000,189.0,256.0
VER,30.0,2.0,MEDIUM,1,78.574,0 days 00:00:20.983000,0 days 00:00:36.660000,0 days 00:00:20.931000,182.0,255.0
VER,31.0,2.0,MEDIUM,1,78.564,0 days 00:00:20.941000,0 days 00:00:36.674000,0 days 00:00:20.949000,194.0,257.0
VER,32.0,2.0,MEDIUM,1,78.983,0 days 00:00:21.108000,0 days 00:00:36.848000,0 days 00:00:21.027000,184.0,258.0
VER,33.0,2.0,MEDIUM,1,79.005,0 days 00:00:21.185000,0 days 00:00:36.810000,0 days 00:00:21.010000,176.0,256.0
VER,34.0,2.0,MEDIUM,1,79.594,0 days 00:00:21.220000,0 days 00:00:37.043000,0 days 00:00:21.331000,184.0,256.0
VER,35.0,2.0,MEDIUM,1,80.207,0 days 00:00:21.369000,0 days 00:00:37.357000,0 days 00:00:21.481000,173.0,257.0
VER,36.0,2.0,MEDIUM,1,79.634,0 days 00:00:21.105000,0 days 00:00:37.154000,0 days 00:00:21.375000,176.0,257.0
VER,37.0,2.0,MEDIUM,1,79.429,0 days 00:00:21.231000,0 days 00:00:36.992000,0 days 00:00:21.206000,187.0,257.0
VER,38.0,2.0,MEDIUM,1,78.844,0 days 00:00:20.966000,0 days 00:00:36.930000,0 days 00:00:20.948000,191.0,257.0
VER,39.0,2.0,MEDIUM,1,78.326,0 days 00:00:20.844000,0 days 00:00:36.647000,0 days 00:00:20.835000,192.0,258.0
VER,40.0,2.0,MEDIUM,1,78.409,0 days 00:00:20.696000,0 days 00:00:36.874000,0 days 00:00:20.839000,190.0,257.0
VER,41.0,2.0,MEDIUM,1,78.083,0 days 00:00:20.776000,0 days 00:00:36.567000,0 days 00:00:20.740000,187.0,258.0
VER,42.0,2.0,MEDIUM,1,78.074,0 days 00:00:20.728000,0 days 00:00:36.721000,0 days 00:00:20.625000,180.0,257.0
VER,43.0,2.0,MEDIUM,1,78.358,0 days 00:00:20.913000,0 days 00:00:36.517000,0 days 00:00:20.928000,187.0,258.0
VER,44.0,2.0,MEDIUM,1,78.405,0 days 00:00:20.976000,0 days 00:00:36.685000,0 days 00:00:20.744000,192.0,257.0
VER,45.0,2.0,MEDIUM,1,78.313,0 days 00:00:20.742000,0 days 00:00:36.682000,0 days 00:00:20.889000,179.0,258.0
VER,47.0,2.0,MEDIUM,1,78.537,0 days 00:00:20.799000,0 days 00:00:36.688000,0 days 00:00:21.050000,192.0,258.0
VER,48.0,2.0,MEDIUM,1,78.337,0 days 00:00:20.716000,0 days 00:00:36.661000,0 days 00:00:20.960000,194.0,259.0
VER,49.0,2.0,MEDIUM,1,78.477,0 days 00:00:20.770000,0 days 00:00:36.778000,0 days 00:00:20.929000,184.0,267.0
VER,50.0,2.0,MEDIUM,1,78.88,0 days 00:00:21.141000,0 days 00:00:36.859000,0 days 00:00:20.880000,185.0,259.0
VER,51.0,2.0,MEDIUM,1,78.142,0 days 00:00:20.787000,0 days 00:00:36.565000,0 days 00:00:20.790000,191.0,260.0
VER,53.0,3.0,HARD,1,78.724,0 days 00:00:22.321000,0 days 00:00:36.244000,0 days 00:00:20.159000,201.0,260.0
VER,54.0,3.0,HARD,1,75.815,0 days 00:00:19.570000,0 days 00:00:36.049000,0 days 00:00:20.196000,197.0,259.0
VER,55.0,3.0,HARD,1,75.398,0 days 00:00:19.799000,0 days 00:00:35.590000,0 days 00:00:20.009000,203.0,259.0
VER,56.0,3.0,HARD,1,75.466,0 days 00:00:19.655000,0 days 00:00:35.529000,0 days 00:00:20.282000,205.0,259.0
VER,57.0,3.0,HARD,1,76.181,0 days 00:00:20.012000,0 days 00:00:36.173000,0 days 00:00:19.996000,198.0,259.0
VER,58.0,3.0,HARD,1,74.569,0 days 00:00:19.343000,0 days 00:00:35.377000,0 days 00:00:19.849000,208.0,259.0
VER,61.0,3.0,HARD,1,75.121,0 days 00:00:19.450000,0 days 00:00:35.599000,0 days 00:00:20.072000,206.0,267.0
VER,62.0,3.0,HARD,1,76.561,0 days 00:00:20.077000,0 days 00:00:36.108000,0 days 00:00:20.376000,197.0,270.0
VER,63.0,3.0,HARD,1,76.547,0 days 00:00:20.125000,0 days 00:00:35.973000,0 days 00:00:20.449000,205.0,269.0
VER,64.0,3.0,HARD,1,76.619,0 days 00:00:20.262000,0 days 00:00:36.106000,0 days 00:00:20.251000,200.0,265.0
VER,65.0,3.0,HARD,1,75.468,0 days 00:00:19.616000,0 days 00:00:35.717000,0 days 00:00:20.135000,204.0,267.0
VER,66.0,3.0,HARD,1,76.121,0 days 00:00:19.696000,0 days 00:00:35.898000,0 days 00:00:20.527000,202.0,266.0
VER,67.0,3.0,HARD,1,76.276,0 days 00:00:19.919000,0 days 00:00:35.947000,0 days 00:00:20.410000,194.0,259.0
VER,69.0,3.0,HARD,1,75.463,0 days 00:00:19.676000,0 days 00:00:35.698000,0 days 00:00:20.089000,195.0,268.0
VER,70.0,3.0,HARD,1,75.449,0 days 00:00:19.665000,0 days 00:00:35.669000,0 days 00:00:20.115000,202.0,269.0
VER,71.0,3.0,HARD,1,75.659,0 days 00:00:19.597000,0 days 00:00:35.787000,0 days 00:00:20.275000,204.0,268.0
VER,72.0,3.0,HARD,1,75.733,0 days 00:00:19.687000,0 days 00:00:35.888000,0 days 00:00:20.158000,205.0,268.0
VER,73.0,3.0,HARD,1,75.436,0 days 00:00:19.704000,0 days 00:00:35.700000,0 days 00:00:20.032000,208.0,269.0
VER,74.0,3.0,HARD,1,75.38,0 days 00:00:19.602000,0 days 00:00:35.636000,0 days 00:00:20.142000,205.0,269.0
VER,75.0,3.0,HARD,1,75.396,0 days 00:00:19.556000,0 days 00:00:35.638000,0 days 00:00:20.202000,207.0,270.0
VER,76.0,3.0,HARD,1,75.641,0 days 00:00:19.673000,0 days 00:00:35.759000,0 days 00:00:20.209000,202.0,270.0
VER,77.0,3.0,HARD,1,75.543,0 days 00:00:19.644000,0 days 00:00:35.818000,0 days 00:00:20.081000,208.0,270.0
VER,78.0,3.0,HARD,1,76.248,0 days 00:00:19.697000,0 days 00:00:36.263000,0 days 00:00:20.288000,207.0,267.0
HAM,3.0,2.0,MEDIUM,1,87.058,0 days 00:00:24.951000,0 days 00:00:39.492000,0 days 00:00:22.615000,160.0,254.0
HAM,4.0,2.0,MEDIUM,1,83.376,0 days 00:00:21.827000,0 days 00:00:38.943000,0 days 00:00:22.606000,172.0,256.0
HAM,5.0,2.0,MEDIUM,1,83.64,0 days 00:00:22.289000,0 days 00:00:38.824000,0 days 00:00:22.527000,173.0,254.0
HAM,6.0,2.0,MEDIUM,1,83.369,0 days 00:00:21.938000,0 days 00:00:38.711000,0 days 00:00:22.720000,189.0,255.0
HAM,7.0,2.0,MEDIUM,1,81.463,0 days 00:00:21.905000,0 days 00:00:37.709000,0 days 00:00:21.849000,185.0,256.0
HAM,8.0,2.0,MEDIUM,1,81.612,0 days 00:00:21.571000,0 days 00:00:38.073000,0 days 00:00:21.968000,189.0,255.0
HAM,9.0,2.0,MEDIUM,1,81.851,0 days 00:00:21.875000,0 days 00:00:37.949000,0 days 00:00:22.027000,182.0,256.0
HAM,10.0,2.0,MEDIUM,1,81.437,0 days 00:00:21.623000,0 days 00:00:37.776000,0 days 00:00:22.038000,189.0,258.0
HAM,11.0,2.0,MEDIUM,1,81.325,0 days 00:00:21.667000,0 days 00:00:37.807000,0 days 00:00:21.851000,185.0,257.0
HAM,12.0,2.0,MEDIUM,1,81.164,0 days 00:00:21.592000,0 days 00:00:37.746000,0 days 00:00:21.826000,184.0,258.0
HAM,13.0,2.0,MEDIUM,1,80.171,0 days 00:00:21.429000,0 days 00:00:37.188000,0 days 00:00:21.554000,190.0,257.0
HAM,14.0,2.0,MEDIUM,1,80.126,0 days 00:00:21.116000,0 days 00:00:37.471000,0 days 00:00:21.539000,184.0,258.0
HAM,15.0,2.0,MEDIUM,1,79.971,0 days 00:00:21.169000,0 days 00:00:37.268000,0 days 00:00:21.534000,189.0,258.0
HAM,16.0,2.0,MEDIUM,1,80.384,0 days 00:00:21.278000,0 days 00:00:37.545000,0 days 00:00:21.561000,185.0,258.0
HAM,17.0,2.0,MEDIUM,1,79.738,0 days 00:00:20.869000,0 days 00:00:37.534000,0 days 00:00:21.335000,188.0,258.0
HAM,18.0,2.0,MEDIUM,1,80.037,0 days 00:00:21.240000,0 days 00:00:37.431000,0 days 00:00:21.366000,190.0,258.0
HAM,20.0,2.0,MEDIUM,1,80.504,0 days 00:00:21.334000,0 days 00:00:37.659000,0 days 00:00:21.511000,180.0,258.0
HAM,21.0,2.0,MEDIUM,1,79.76,0 days 00:00:21.219000,0 days 00:00:37.123000,0 days 00:00:21.418000,193.0,259.0
HAM,22.0,2.0,MEDIUM,1,80.59,0 days 00:00:21.728000,0 days 00:00:37.543000,0 days 00:00:21.319000,186.0,258.0
HAM,23.0,2.0,MEDIUM,1,79.089,0 days 00:00:21.281000,0 days 00:00:36.887000,0 days 00:00:20.921000,194.0,259.0
HAM,24.0,2.0,MEDIUM,1,78.785,0 days 00:00:20.850000,0 days 00:00:36.635000,0 days 00:00:21.300000,196.0,259.0
HAM,25.0,2.0,MEDIUM,1,79.342,0 days 00:00:21.045000,0 days 00:00:36.894000,0 days 00:00:21.403000,188.0,258.0
HAM,26.0,2.0,MEDIUM,1,79.862,0 days 00:00:21.531000,0 days 00:00:37.064000,0 days 00:00:21.267000,193.0,258.0
HAM,27.0,2.0,MEDIUM,1,78.549,0 days 00:00:20.906000,0 days 00:00:36.554000,0 days 00:00:21.089000,197.0,258.0
HAM,28.0,2.0,MEDIUM,1,78.587,0 days 00:00:21.112000,0 days 00:00:36.631000,0 days 00:00:20.844000,192.0,259.0
HAM,29.0,2.0,MEDIUM,1,78.94,0 days 00:00:21.157000,0 days 00:00:36.794000,0 days 00:00:20.989000,193.0,259.0
HAM,30.0,2.0,MEDIUM,1,78.371,0 days 00:00:20.782000,0 days 00:00:36.586000,0 days 00:00:21.003000,192.0,258.0
HAM,31.0,2.0,MEDIUM,1,78.471,0 days 00:00:21.051000,0 days 00:00:36.534000,0 days 00:00:20.886000,196.0,258.0
HAM,32.0,2.0,MEDIUM,1,78.618,0 days 00:00:20.974000,0 days 00:00:36.599000,0 days 00:00:21.045000,194.0,259.0
HAM,33.0,2.0,MEDIUM,1,78.746,0 days 00:00:20.940000,0 days 00:00:36.588000,0 days 00:00:21.218000,190.0,259.0
HAM,34.0,2.0,MEDIUM,1,78.86,0 days 00:00:21.143000,0 days 00:00:36.668000,0 days 00:00:21.049000,192.0,259.0
HAM,35.0,2.0,MEDIUM,1,79.518,0 days 00:00:21.181000,0 days 00:00:36.979000,0 days 00:00:21.358000,183.0,260.0
HAM,36.0,2.0,MEDIUM,1,80.648,0 days 00:00:21.922000,0 days 00:00:37.249000,0 days 00:00:21.477000,189.0,259.0
HAM,37.0,2.0,MEDIUM,1,78.605,0 days 00:00:21.010000,0 days 00:00:36.681000,0 days 00:00:20.914000,188.0,261.0
HAM,38.0,2.0,MEDIUM,1,80.514,0 days 00:00:21.508000,0 days 00:00:37.283000,0 days 00:00:21.723000,184.0,259.0
HAM,39.0,2.0,MEDIUM,1,78.943,0 days 00:00:20.953000,0 days 00:00:36.947000,0 days 00:00:21.043000,191.0,260.0
HAM,40.0,2.0,MEDIUM,1,78.673,0 days 00:00:20.940000,0 days 00:00:36.732000,0 days 00:00:21.001000,196.0,259.0
HAM,41.0,2.0,MEDIUM,1,78.946,0 days 00:00:21.003000,0 days 00:00:36.721000,0 days 00:00:21.222000,193.0,259.0
HAM,42.0,2.0,MEDIUM,1,77.542,0 days 00:00:20.703000,0 days 00:00:36.110000,0 days 00:00:20.729000,201.0,259.0
HAM,43.0,2.0,MEDIUM,1,77.867,0 days 00:00:20.754000,0 days 00:00:36.418000,0 days 00:00:20.695000,198.0,260.0
HAM,45.0,2.0,MEDIUM,1,78.156,0 days 00:00:20.583000,0 days 00:00:36.597000,0 days 00:00:20.976000,196.0,260.0
HAM,46.0,2.0,MEDIUM,1,78.104,0 days 00:00:20.745000,0 days 00:00:36.466000,0 days 00:00:20.893000,197.0,260.0
HAM,47.0,2.0,MEDIUM,1,78.331,0 days 00:00:20.748000,0 days 00:00:36.783000,0 days 00:00:20.800000,189.0,259.0
HAM,48.0,2.0,MEDIUM,1,77.831,0 days 00:00:20.802000,0 days 00:00:36.424000,0 days 00:00:20.605000,196.0,262.0
HAM,49.0,2.0,MEDIUM,1,77.398,0 days 00:00:20.468000,0 days 00:00:36.146000,0 days 00:00:20.784000,200.0,263.0
HAM,50.0,2.0,MEDIUM,1,78.461,0 days 00:00:20.737000,0 days 00:00:36.831000,0 days 00:00:20.893000,186.0,261.0
HAM,52.0,3.0,HARD,12,79.702,0 days 00:00:23.286000,0 days 00:00:36.357000,0 days 00:00:20.059000,187.0,259.0
HAM,53.0,3.0,HARD,1,76.458,0 days 00:00:20.151000,0 days 00:00:35.889000,0 days 00:00:20.418000,197.0,262.0
HAM,54.0,3.0,HARD,1,76.388,0 days 00:00:20.026000,0 days 00:00:35.636000,0 days 00:00:20.726000,204.0,262.0
HAM,55.0,3.0,HARD,1,76.492,0 days 00:00:20.727000,0 days 00:00:35.648000,0 days 00:00:20.117000,195.0,261.0
HAM,56.0,3.0,HARD,1,74.423,0 days 00:00:19.485000,0 days 00:00:35.057000,0 days 00:00:19.881000,209.0,260.0
HAM,57.0,3.0,HARD,1,77.857,0 days 00:00:20.896000,0 days 00:00:36.389000,0 days 00:00:20.572000,187.0,262.0
