Driver,LapNumber,Stint,Compound,TrackStatus,LapTimeSeconds,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedFL
HAM,58.0,3.0,HARD,1,76.855,0 days 00:00:20.302000,0 days 00:00:36.102000,0 days 00:00:20.451000,198.0,261.0
HAM,59.0,3.0,HARD,1,74.204,0 days 00:00:19.662000,0 days 00:00:34.842000,0 days 00:00:19.700000,213.0,261.0
HAM,60.0,3.0,HARD,1,75.848,0 days 00:00:20.036000,0 days 00:00:35.591000,0 days 00:00:20.221000,203.0,263.0
HAM,61.0,3.0,HARD,1,75.274,0 days 00:00:19.975000,0 days 00:00:35.321000,0 days 00:00:19.978000,206.0,263.0
HAM,62.0,3.0,HARD,1,75.414,0 days 00:00:19.845000,0 days 00:00:35.580000,0 days 00:00:19.989000,198.0,261.0
HAM,63.0,3.0,HARD,1,74.165,0 days 00:00:19.548000,0 days 00:00:34.854000,0 days 00:00:19.763000,210.0,261.0
HAM,64.0,3.0,HARD,1,76.164,0 days 00:00:20.070000,0 days 00:00:35.964000,0 days 00:00:20.130000,198.0,262.0
HAM,65.0,3.0,HARD,1,75.19,0 days 00:00:19.749000,0 days 00:00:35.463000,0 days 00:00:19.978000,204.0,263.0
HAM,66.0,3.0,HARD,1,75.342,0 days 00:00:19.790000,0 days 00:00:35.241000,0 days 00:00:20.311000,206.0,263.0
HAM,67.0,3.0,HARD,1,76.117,0 days 00:00:20.133000,0 days 00:00:35.744000,0 days 00:00:20.240000,196.0,262.0
HAM,68.0,3.0,HARD,1,75.836,0 days 00:00:19.970000,0 days 00:00:35.592000,0 days 00:00:20.274000,202.0,263.0
HAM,69.0,3.0,HARD,1,75.648,0 days 00:00:19.914000,0 days 00:00:35.491000,0 days 00:00:20.243000,201.0,262.0
HAM,70.0,3.0,HARD,1,75.638,0 days 00:00:19.925000,0 days 00:00:35.469000,0 days 00:00:20.244000,204.0,263.0
HAM,71.0,3.0,HARD,1,75.643,0 days 00:00:19.857000,0 days 00:00:35.584000,0 days 00:00:20.202000,201.0,263.0
HAM,72.0,3.0,HARD,1,75.468,0 days 00:00:19.801000,0 days 00:00:35.562000,0 days 00:00:20.105000,206.0,262.0
HAM,73.0,3.0,HARD,1,75.134,0 days 00:00:19.609000,0 days 00:00:35.432000,0 days 00:00:20.093000,210.0,265.0
HAM,74.0,3.0,HARD,1,75.324,0 days 00:00:19.761000,0 days 00:00:35.473000,0 days 00:00:20.090000,205.0,265.0
HAM,75.0,3.0,HARD,1,75.324,0 days 00:00:19.645000,0 days 00:00:35.508000,0 days 00:00:20.171000,207.0,265.0
HAM,78.0,3.0,HARD,1,76.355,0 days 00:00:19.818000,0 days 00:00:35.947000,0 days 00:00:20.590000,204.0,234.0
TSU,2.0,2.0,HARD,41,148.277,0 days 00:00:25.893000,0 days 00:00:41.120000,0 days 00:01:21.264000,181.0,106.0
TSU,3.0,2.0,HARD,1,87.563,0 days 00:00:25.178000,0 days 00:00:39.894000,0 days 00:00:22.491000,158.0,253.0
TSU,4.0,2.0,HARD,1,83.327,0 days 00:00:21.941000,0 days 00:00:39.033000,0 days 00:00:22.353000,180.0,260.0
TSU,6.0,2.0,HARD,1,83.224,0 days 00:00:21.974000,0 days 00:00:38.856000,0 days 00:00:22.394000,186.0,261.0
TSU,7.0,2.0,HARD,1,81.826,0 days 00:00:22.013000,0 days 00:00:38.129000,0 days 00:00:21.684000,187.0,260.0
TSU,8.0,2.0,HARD,1,81.651,0 days 00:00:21.607000,0 days 00:00:38.301000,0 days 00:00:21.743000,178.0,261.0
TSU,9.0,2.0,HARD,1,81.896,0 days 00:00:21.733000,0 days 00:00:38.258000,0 days 00:00:21.905000,180.0,260.0
TSU,10.0,2.0,HARD,1,81.591,0 days 00:00:21.633000,0 days 00:00:38.094000,0 days 00:00:21.864000,177.0,260.0
TSU,11.0,2.0,HARD,1,81.289,0 days 00:00:21.487000,0 days 00:00:38.230000,0 days 00:00:21.572000,180.0,255.0
TSU,12.0,2.0,HARD,1,81.089,0 days 00:00:21.543000,0 days 00:00:37.878000,0 days 00:00:21.668000,185.0,261.0
TSU,13.0,2.0,HARD,1,80.682,0 days 00:00:21.367000,0 days 00:00:37.807000,0 days 00:00:21.508000,184.0,254.0
TSU,14.0,2.0,HARD,1,81.249,0 days 00:00:21.513000,0 days 00:00:38.100000,0 days 00:00:21.636000,173.0,253.0
TSU,15.0,2.0,HARD,1,80.099,0 days 00:00:20.937000,0 days 00:00:37.501000,0 days 00:00:21.661000,184.0,253.0
TSU,16.0,2.0,HARD,1,80.847,0 days 00:00:21.350000,0 days 00:00:38.002000,0 days 00:00:21.495000,175.0,253.0
TSU,17.0,2.0,HARD,1,80.335,0 days 00:00:21.282000,0 days 00:00:37.659000,0 days 00:00:21.394000,181.0,252.0
TSU,19.0,2.0,HARD,1,80.77,0 days 00:00:21.296000,0 days 00:00:37.813000,0 days 00:00:21.661000,177.0,251.0
TSU,20.0,2.0,HARD,1,79.991,0 days 00:00:21.290000,0 days 00:00:37.392000,0 days 00:00:21.309000,189.0,254.0
TSU,21.0,2.0,HARD,1,80.557,0 days 00:00:21.256000,0 days 00:00:37.782000,0 days 00:00:21.519000,185.0,252.0
TSU,22.0,2.0,HARD,1,80.875,0 days 00:00:21.371000,0 days 00:00:37.821000,0 days 00:00:21.683000,183.0,251.0
TSU,23.0,2.0,HARD,1,80.45,0 days 00:00:21.248000,0 days 00:00:37.823000,0 days 00:00:21.379000,188.0,252.0
TSU,24.0,2.0,HARD,1,80.386,0 days 00:00:21.078000,0 days 00:00:37.672000,0 days 00:00:21.636000,187.0,252.0
TSU,25.0,2.0,HARD,1,80.329,0 days 00:00:21.288000,0 days 00:00:37.466000,0 days 00:00:21.575000,184.0,251.0
TSU,27.0,2.0,HARD,1,80.286,0 days 00:00:21.129000,0 days 00:00:37.549000,0 days 00:00:21.608000,181.0,250.0
TSU,28.0,2.0,HARD,1,80.184,0 days 00:00:21.183000,0 days 00:00:37.528000,0 days 00:00:21.473000,185.0,252.0
TSU,29.0,2.0,HARD,1,79.837,0 days 00:00:21.149000,0 days 00:00:37.320000,0 days 00:00:21.368000,180.0,253.0
TSU,30.0,2.0,HARD,1,80.495,0 days 00:00:21.124000,0 days 00:00:37.673000,0 days 00:00:21.698000,181.0,249.0
TSU,31.0,2.0,HARD,1,80.19,0 days 00:00:21.260000,0 days 00:00:37.446000,0 days 00:00:21.484000,182.0,251.0
TSU,32.0,2.0,HARD,1,81.023,0 days 00:00:21.281000,0 days 00:00:37.967000,0 days 00:00:21.775000,177.0,251.0
TSU,33.0,2.0,HARD,1,80.749,0 days 00:00:21.333000,0 days 00:00:37.827000,0 days 00:00:21.589000,178.0,251.0
TSU,34.0,2.0,HARD,1,79.153,0 days 00:00:20.994000,0 days 00:00:37.077000,0 days 00:00:21.082000,191.0,254.0
TSU,35.0,2.0,HARD,1,78.973,0 days 00:00:20.721000,0 days 00:00:37.120000,0 days 00:00:21.132000,192.0,254.0
TSU,37.0,2.0,HARD,1,80.071,0 days 00:00:20.937000,0 days 00:00:37.456000,0 days 00:00:21.678000,186.0,251.0
TSU,41.0,2.0,HARD,1,80.772,0 days 00:00:20.821000,0 days 00:00:38.018000,0 days 00:00:21.933000,183.0,249.0
TSU,42.0,2.0,HARD,1,80.32,0 days 00:00:21.130000,0 days 00:00:37.580000,0 days 00:00:21.610000,182.0,251.0
TSU,43.0,2.0,HARD,1,80.135,0 days 00:00:21.002000,0 days 00:00:37.553000,0 days 00:00:21.580000,183.0,251.0
TSU,44.0,2.0,HARD,1,80.394,0 days 00:00:20.771000,0 days 00:00:37.723000,0 days 00:00:21.900000,187.0,250.0
TSU,46.0,2.0,HARD,1,80.294,0 days 00:00:20.841000,0 days 00:00:37.681000,0 days 00:00:21.772000,189.0,249.0
TSU,47.0,2.0,HARD,1,80.426,0 days 00:00:20.968000,0 days 00:00:37.592000,0 days 00:00:21.866000,186.0,249.0
TSU,48.0,2.0,HARD,1,80.543,0 days 00:00:20.994000,0 days 00:00:37.876000,0 days 00:00:21.673000,187.0,250.0
TSU,49.0,2.0,HARD,1,80.109,0 days 00:00:20.826000,0 days 00:00:37.500000,0 days 00:00:21.783000,186.0,251.0
TSU,51.0,2.0,HARD,1,78.64,0 days 00:00:20.706000,0 days 00:00:36.933000,0 days 00:00:21.001000,187.0,251.0
TSU,52.0,2.0,HARD,12,80.114,0 days 00:00:20.817000,0 days 00:00:37.528000,0 days 00:00:21.769000,182.0,251.0
TSU,53.0,2.0,HARD,1,79.854,0 days 00:00:20.913000,0 days 00:00:37.430000,0 days 00:00:21.511000,188.0,250.0
TSU,54.0,2.0,HARD,1,85.77,0 days 00:00:21.185000,0 days 00:00:41.211000,0 days 00:00:23.374000,185.0,202.0
TSU,56.0,2.0,HARD,1,78.502,0 days 00:00:20.645000,0 days 00:00:36.898000,0 days 00:00:20.959000,192.0,256.0
TSU,57.0,2.0,HARD,1,78.499,0 days 00:00:20.624000,0 days 00:00:36.856000,0 days 00:00:21.019000,187.0,255.0
TSU,58.0,2.0,HARD,1,78.737,0 days 00:00:20.615000,0 days 00:00:36.951000,0 days 00:00:21.171000,193.0,256.0
TSU,59.0,2.0,HARD,1,78.035,0 days 00:00:20.382000,0 days 00:00:36.572000,0 days 00:00:21.081000,191.0,255.0
TSU,61.0,2.0,HARD,1,80.298,0 days 00:00:21.322000,0 days 00:00:37.502000,0 days 00:00:21.474000,194.0,255.0
TSU,62.0,2.0,HARD,1,79.375,0 days 00:00:20.875000,0 days 00:00:37.089000,0 days 00:00:21.411000,195.0,254.0
TSU,63.0,2.0,HARD,1,83.218,0 days 00:00:22.870000,0 days 00:00:38.824000,0 days 00:00:21.524000,182.0,255.0
TSU,64.0,2.0,HARD,1,77.631,0 days 00:00:20.273000,0 days 00:00:36.546000,0 days 00:00:20.812000,199.0,256.0
TSU,65.0,2.0,HARD,1,77.019,0 days 00:00:20.151000,0 days 00:00:36.176000,0 days 00:00:20.692000,200.0,255.0
TSU,66.0,2.0,HARD,1,78.197,0 days 00:00:20.092000,0 days 00:00:36.571000,0 days 00:00:21.534000,198.0,254.0
TSU,67.0,2.0,HARD,1,78.148,0 days 00:00:20.481000,0 days 00:00:36.615000,0 days 00:00:21.052000,196.0,256.0
TSU,68.0,2.0,HARD,1,78.209,0 days 00:00:20.457000,0 days 00:00:36.685000,0 days 00:00:21.067000,197.0,255.0
TSU,69.0,2.0,HARD,1,80.032,0 days 00:00:21.076000,0 days 00:00:37.805000,0 days 00:00:21.151000,192.0,257.0
TSU,70.0,2.0,HARD,1,79.347,0 days 00:00:20.939000,0 days 00:00:37.082000,0 days 00:00:21.326000,187.0,255.0
TSU,71.0,2.0,HARD,1,78.258,0 days 00:00:21.008000,0 days 00:00:36.627000,0 days 00:00:20.623000,188.0,255.0
TSU,72.0,2.0,HARD,1,77.079,0 days 00:00:20.332000,0 days 00:00:36.338000,0 days 00:00:20.409000,191.0,255.0
TSU,73.0,2.0,HARD,1,75.955,0 days 00:00:19.812000,0 days 00:00:35.754000,0 days 00:00:20.389000,210.0,256.0
TSU,74.0,2.0,HARD,1,75.462,0 days 00:00:19.778000,0 days 00:00:35.445000,0 days 00:00:20.239000,207.0,256.0
TSU,75.0,2.0,HARD,1,74.992,0 days 00:00:19.571000,0 days 00:00:35.257000,0 days 00:00:20.164000,210.0,257.0
TSU,76.0,2.0,HARD,1,75.205,0 days 00:00:19.626000,0 days 00:00:35.387000,0 days 00:00:20.192000,213.0,257.0
TSU,77.0,2.0,HARD,1,74.72,0 days 00:00:19.503000,0 days 00:00:35.233000,0 days 00:00:19.984000,214.0,257.0
ALB,2.0,2.0,HARD,41,142.255,0 days 00:00:26.143000,0 days 00:00:40.862000,0 days 00:01:15.250000,173.0,118.0
ALB,3.0,2.0,HARD,1,87.834,0 days 00:00:25.399000,0 days 00:00:39.935000,0 days 00:00:22.500000,158.0,255.0
ALB,4.0,2.0,HARD,1,83.286,0 days 00:00:21.826000,0 days 00:00:39.210000,0 days 00:00:22.250000,181.0,263.0
ALB,5.0,2.0,HARD,1,83.369,0 days 00:00:22.133000,0 days 00:00:39.122000,0 days 00:00:22.114000,167.0,265.0
ALB,6.0,2.0,HARD,1,83.416,0 days 00:00:22.168000,0 days 00:00:39.171000,0 days 00:00:22.077000,172.0,261.0
ALB,7.0,2.0,HARD,1,81.913,0 days 00:00:21.895000,0 days 00:00:38.406000,0 days 00:00:21.612000,173.0,260.0
ALB,8.0,2.0,HARD,1,81.536,0 days 00:00:21.711000,0 days 00:00:38.180000,0 days 00:00:21.645000,178.0,250.0
ALB,9.0,2.0,HARD,1,82.004,0 days 00:00:21.830000,0 days 00:00:38.449000,0 days 00:00:21.725000,176.0,253.0
ALB,10.0,2.0,HARD,1,81.562,0 days 00:00:21.790000,0 days 00:00:38.274000,0 days 00:00:21.498000,181.0,264.0
ALB,11.0,2.0,HARD,1,81.514,0 days 00:00:21.533000,0 days 00:00:38.313000,0 days 00:00:21.668000,177.0,264.0
ALB,13.0,2.0,HARD,1,81.42,0 days 00:00:21.388000,0 days 00:00:38,0 days 00:00:22.032000,174.0,256.0
ALB,14.0,2.0,HARD,1,80.591,0 days 00:00:21.387000,0 days 00:00:37.838000,0 days 00:00:21.366000,171.0,262.0
ALB,15.0,2.0,HARD,1,80.591,0 days 00:00:21.041000,0 days 00:00:37.916000,0 days 00:00:21.634000,189.0,256.0
ALB,16.0,2.0,HARD,1,80.793,0 days 00:00:21.381000,0 days 00:00:38.071000,0 days 00:00:21.341000,176.0,256.0
ALB,17.0,2.0,HARD,1,81.137,0 days 00:00:21.234000,0 days 00:00:38.326000,0 days 00:00:21.577000,177.0,255.0
ALB,19.0,2.0,HARD,1,80.245,0 days 00:00:21.250000,0 days 00:00:37.787000,0 days 00:00:21.208000,185.0,257.0
ALB,20.0,2.0,HARD,1,80.36,0 days 00:00:21.177000,0 days 00:00:37.505000,0 days 00:00:21.678000,183.0,261.0
ALB,22.0,2.0,HARD,1,80.542,0 days 00:00:21.096000,0 days 00:00:38.036000,0 days 00:00:21.410000,181.0,256.0
ALB,23.0,2.0,HARD,1,80.143,0 days 00:00:21.170000,0 days 00:00:37.722000,0 days 00:00:21.251000,180.0,262.0
ALB,24.0,2.0,HARD,1,80.517,0 days 00:00:21.307000,0 days 00:00:37.772000,0 days 00:00:21.438000,179.0,257.0
ALB,25.0,2.0,HARD,1,80.323,0 days 00:00:21.153000,0 days 00:00:37.773000,0 days 00:00:21.397000,186.0,256.0
ALB,26.0,2.0,HARD,1,80.463,0 days 00:00:21.302000,0 days 00:00:37.698000,0 days 00:00:21.463000,183.0,256.0
ALB,27.0,2.0,HARD,1,80.509,0 days 00:00:21.314000,0 days 00:00:37.738000,0 days 00:00:21.457000,180.0,256.0
ALB,28.0,2.0,HARD,1,79.51,0 days 00:00:21.281000,0 days 00:00:37.151000,0 days 00:00:21.078000,191.0,263.0
ALB,29.0,2.0,HARD,1,80.271,0 days 00:00:21.124000,0 days 00:00:37.342000,0 days 00:00:21.805000,186.0,253.0
ALB,31.0,2.0,HARD,1,80.941,0 days 00:00:21.376000,0 days 00:00:37.952000,0 days 00:00:21.613000,188.0,255.0
ALB,32.0,2.0,HARD,1,80.148,0 days 00:00:21.103000,0 days 00:00:37.794000,0 days 00:00:21.251000,189.0,257.0
ALB,33.0,2.0,HARD,1,79.491,0 days 00:00:21.117000,0 days 00:00:37.286000,0 days 00:00:21.088000,186.0,264.0
ALB,34.0,2.0,HARD,1,79.134,0 days 00:00:21.073000,0 days 00:00:37.168000,0 days 00:00:20.893000,190.0,265.0
ALB,36.0,2.0,HARD,1,81.628,0 days 00:00:21.372000,0 days 00:00:38.669000,0 days 00:00:21.587000,180.0,255.0
ALB,37.0,2.0,HARD,1,80.775,0 days 00:00:21.591000,0 days 00:00:37.967000,0 days 00:00:21.217000,189.0,256.0
ALB,38.0,2.0,HARD,1,80.314,0 days 00:00:21.152000,0 days 00:00:37.677000,0 days 00:00:21.485000,187.0,256.0
ALB,39.0,2.0,HARD,1,80.389,0 days 00:00:21.367000,0 days 00:00:37.774000,0 days 00:00:21.248000,190.0,256.0
ALB,40.0,2.0,HARD,1,79.812,0 days 00:00:20.846000,0 days 00:00:37.656000,0 days 00:00:21.310000,195.0,257.0
ALB,41.0,2.0,HARD,1,79.329,0 days 00:00:20.972000,0 days 00:00:37.375000,0 days 00:00:20.982000,192.0,256.0
ALB,42.0,2.0,HARD,1,80.084,0 days 00:00:21.403000,0 days 00:00:37.569000,0 days 00:00:21.112000,188.0,256.0
ALB,43.0,2.0,HARD,1,79.496,0 days 00:00:21.022000,0 days 00:00:37.395000,0 days 00:00:21.079000,192.0,256.0
ALB,44.0,2.0,HARD,1,79.683,0 days 00:00:21.013000,0 days 00:00:37.472000,0 days 00:00:21.198000,194.0,257.0
ALB,45.0,2.0,HARD,1,81.748,0 days 00:00:21.867000,0 days 00:00:37.986000,0 days 00:00:21.895000,181.0,255.0
ALB,47.0,2.0,HARD,1,80.462,0 days 00:00:21.142000,0 days 00:00:37.705000,0 days 00:00:21.615000,192.0,256.0
ALB,48.0,2.0,HARD,1,79.321,0 days 00:00:20.659000,0 days 00:00:37.436000,0 days 00:00:21.226000,199.0,256.0
ALB,49.0,2.0,HARD,1,79.378,0 days 00:00:20.802000,0 days 00:00:37.344000,0 days 00:00:21.232000,201.0,257.0
ALB,50.0,2.0,HARD,1,79.268,0 days 00:00:20.949000,0 days 00:00:37.161000,0 days 00:00:21.158000,197.0,266.0
ALB,51.0,2.0,HARD,1,78.863,0 days 00:00:20.820000,0 days 00:00:36.923000,0 days 00:00:21.120000,195.0,263.0
ALB,52.0,2.0,HARD,12,81.554,0 days 00:00:21.830000,0 days 00:00:38.223000,0 days 00:00:21.501000,173.0,256.0
ALB,53.0,2.0,HARD,1,80.7,0 days 00:00:21.025000,0 days 00:00:37.229000,0 days 00:00:22.446000,191.0,162.0
ALB,54.0,2.0,HARD,1,83.647,0 days 00:00:23.983000,0 days 00:00:38.443000,0 days 00:00:21.221000,105.0,260.0
ALB,55.0,2.0,HARD,1,79.085,0 days 00:00:20.976000,0 days 00:00:37.269000,0 days 00:00:20.840000,185.0,268.0
ALB,56.0,2.0,HARD,1,78.796,0 days 00:00:20.794000,0 days 00:00:36.963000,0 days 00:00:21.039000,193.0,266.0
ALB,57.0,2.0,HARD,1,78.271,0 days 00:00:20.807000,0 days 00:00:36.602000,0 days 00:00:20.862000,191.0,267.0
ALB,58.0,2.0,HARD,1,78.69,0 days 00:00:20.834000,0 days 00:00:36.768000,0 days 00:00:21.088000,196.0,266.0
ALB,59.0,2.0,HARD,1,78.201,0 days 00:00:20.670000,0 days 00:00:36.641000,0 days 00:00:20.890000,191.0,265.0
ALB,60.0,2.0,HARD,1,79.533,0 days 00:00:21.272000,0 days 00:00:37.010000,0 days 00:00:21.251000,195.0,265.0
ALB,61.0,2.0,HARD,1,80.222,0 days 00:00:21.459000,0 days 00:00:37.387000,0 days 00:00:21.376000,186.0,266.0
ALB,62.0,2.0,HARD,1,79.506,0 days 00:00:21.112000,0 days 00:00:36.897000,0 days 00:00:21.497000,190.0,189.0
ALB,63.0,2.0,HARD,1,83.085,0 days 00:00:23.087000,0 days 00:00:38.494000,0 days 00:00:21.504000,176.0,266.0
ALB,64.0,2.0,HARD,1,77.911,0 days 00:00:20.612000,0 days 00:00:36.632000,0 days 00:00:20.667000,197.0,265.0
ALB,66.0,2.0,HARD,1,78.003,0 days 00:00:20.553000,0 days 00:00:36.639000,0 days 00:00:20.811000,200.0,258.0
ALB,67.0,2.0,HARD,1,77.874,0 days 00:00:20.674000,0 days 00:00:36.417000,0 days 00:00:20.783000,197.0,268.0
ALB,68.0,2.0,HARD,1,78.385,0 days 00:00:20.686000,0 days 00:00:36.629000,0 days 00:00:21.070000,198.0,264.0
ALB,69.0,2.0,HARD,1,79.921,0 days 00:00:21.155000,0 days 00:00:37.550000,0 days 00:00:21.216000,177.0,267.0
ALB,70.0,2.0,HARD,1,79.37,0 days 00:00:21.093000,0 days 00:00:37.058000,0 days 00:00:21.219000,190.0,267.0
ALB,71.0,2.0,HARD,1,78.957,0 days 00:00:21.071000,0 days 00:00:37.128000,0 days 00:00:20.758000,197.0,259.0
ALB,72.0,2.0,HARD,1,78.165,0 days 00:00:20.554000,0 days 00:00:36.906000,0 days 00:00:20.705000,202.0,258.0
ALB,73.0,2.0,HARD,1,78.432,0 days 00:00:20.689000,0 days 00:00:36.976000,0 days 00:00:20.767000,188.0,258.0
ALB,74.0,2.0,HARD,1,78.014,0 days 00:00:20.638000,0 days 00:00:36.686000,0 days 00:00:20.690000,195.0,258.0
ALB,75.0,2.0,HARD,1,77.85,0 days 00:00:20.713000,0 days 00:00:36.423000,0 days 00:00:20.714000,198.0,258.0
ALB,76.0,2.0,HARD,1,77.279,0 days 00:00:20.521000,0 days 00:00:36.214000,0 days 00:00:20.544000,200.0,258.0
ALB,77.0,2.0,HARD,1,77.06,0 days 00:00:20.364000,0 days 00:00:36.196000,0 days 00:00:20.500000,202.0,258.0
GAS,2.0,2.0,MEDIUM,41,139.618,0 days 00:00:26.415000,0 days 00:00:41.050000,0 days 00:01:12.153000,168.0,126.0
GAS,3.0,2.0,MEDIUM,1,88.269,0 days 00:00:25.566000,0 days 00:00:40.150000,0 days 00:00:22.553000,162.0,255.0
GAS,4.0,2.0,MEDIUM,1,83.269,0 days 00:00:21.656000,0 days 00:00:39.123000,0 days 00:00:22.490000,180.0,263.0
GAS,5.0,2.0,MEDIUM,1,83.428,0 days 00:00:21.918000,0 days 00:00:39.228000,0 days 00:00:22.282000,181.0,263.0
GAS,6.0,2.0,MEDIUM,1,83.106,0 days 00:00:22.068000,0 days 00:00:38.953000,0 days 00:00:22.085000,176.0,265.0
GAS,7.0,2.0,MEDIUM,1,82.233,0 days 00:00:21.836000,0 days 00:00:38.367000,0 days 00:00:22.030000,180.0,263.0
GAS,8.0,2.0,MEDIUM,1,81.6,0 days 00:00:21.496000,0 days 00:00:38.116000,0 days 00:00:21.988000,178.0,262.0
GAS,9.0,2.0,MEDIUM,1,82.071,0 days 00:00:21.526000,0 days 00:00:38.640000,0 days 00:00:21.905000,176.0,263.0
GAS,10.0,2.0,MEDIUM,1,81.394,0 days 00:00:21.479000,0 days 00:00:38.141000,0 days 00:00:21.774000,178.0,265.0
GAS,11.0,2.0,MEDIUM,1,81.298,0 days 00:00:21.482000,0 days 00:00:37.922000,0 days 00:00:21.894000,181.0,265.0
GAS,12.0,2.0,MEDIUM,1,81.289,0 days 00:00:21.120000,0 days 00:00:38.544000,0 days 00:00:21.625000,175.0,264.0
GAS,13.0,2.0,MEDIUM,1,81.53,0 days 00:00:21.219000,0 days 00:00:38.276000,0 days 00:00:22.035000,186.0,256.0
GAS,14.0,2.0,MEDIUM,1,79.92,0 days 00:00:21.087000,0 days 00:00:37.364000,0 days 00:00:21.469000,191.0,266.0
GAS,15.0,2.0,MEDIUM,1,81.066,0 days 00:00:20.915000,0 days 00:00:38.313000,0 days 00:00:21.838000,180.0,262.0
GAS,16.0,2.0,MEDIUM,1,81.054,0 days 00:00:21.548000,0 days 00:00:37.876000,0 days 00:00:21.630000,184.0,262.0
GAS,17.0,2.0,MEDIUM,1,81.961,0 days 00:00:21.682000,0 days 00:00:38.296000,0 days 00:00:21.983000,187.0,256.0
GAS,18.0,2.0,MEDIUM,1,80.797,0 days 00:00:21.255000,0 days 00:00:38.034000,0 days 00:00:21.508000,186.0,255.0
GAS,19.0,2.0,MEDIUM,1,79.904,0 days 00:00:20.839000,0 days 00:00:37.422000,0 days 00:00:21.643000,192.0,256.0
GAS,20.0,2.0,MEDIUM,1,80.255,0 days 00:00:21.069000,0 days 00:00:37.547000,0 days 00:00:21.639000,194.0,257.0
GAS,21.0,2.0,MEDIUM,1,79.876,0 days 00:00:21.238000,0 days 00:00:37.270000,0 days 00:00:21.368000,186.0,264.0
GAS,22.0,2.0,MEDIUM,1,80.554,0 days 00:00:20.982000,0 days 00:00:37.763000,0 days 00:00:21.809000,184.0,263.0
GAS,23.0,2.0,MEDIUM,1,81.306,0 days 00:00:21.450000,0 days 00:00:37.844000,0 days 00:00:22.012000,177.0,257.0
GAS,24.0,2.0,MEDIUM,1,80.949,0 days 00:00:20.925000,0 days 00:00:38.004000,0 days 00:00:22.020000,195.0,257.0
GAS,25.0,2.0,MEDIUM,1,80.372,0 days 00:00:21.103000,0 days 00:00:37.620000,0 days 00:00:21.649000,188.0,256.0
GAS,26.0,2.0,MEDIUM,1,80.593,0 days 00:00:21.449000,0 days 00:00:37.447000,0 days 00:00:21.697000,176.0,256.0
GAS,27.0,2.0,MEDIUM,1,80.521,0 days 00:00:21.045000,0 days 00:00:37.661000,0 days 00:00:21.815000,186.0,256.0
GAS,28.0,2.0,MEDIUM,1,80.229,0 days 00:00:21.024000,0 days 00:00:37.602000,0 days 00:00:21.603000,190.0,256.0
GAS,29.0,2.0,MEDIUM,1,79.376,0 days 00:00:20.968000,0 days 00:00:37.002000,0 days 00:00:21.406000,194.0,256.0
GAS,30.0,2.0,MEDIUM,1,81.764,0 days 00:00:21.791000,0 days 00:00:38.013000,0 days 00:00:21.960000,173.0,255.0
GAS,31.0,2.0,MEDIUM,1,81.427,0 days 00:00:21.441000,0 days 00:00:38.049000,0 days 00:00:21.937000,186.0,256.0
GAS,32.0,2.0,MEDIUM,1,81.121,0 days 00:00:21.371000,0 days 00:00:38.018000,0 days 00:00:21.732000,190.0,257.0
GAS,33.0,2.0,MEDIUM,1,80.965,0 days 00:00:21.201000,0 days 00:00:37.839000,0 days 00:00:21.925000,191.0,256.0
GAS,34.0,2.0,MEDIUM,1,80.751,0 days 00:00:21.309000,0 days 00:00:37.920000,0 days 00:00:21.522000,189.0,257.0
GAS,35.0,2.0,MEDIUM,1,79.361,0 days 00:00:20.907000,0 days 00:00:37.118000,0 days 00:00:21.336000,190.0,257.0
GAS,36.0,2.0,MEDIUM,1,79.576,0 days 00:00:21.082000,0 days 00:00:37.100000,0 days 00:00:21.394000,195.0,256.0
GAS,37.0,2.0,MEDIUM,1,79.975,0 days 00:00:20.888000,0 days 00:00:37.374000,0 days 00:00:21.713000,198.0,257.0
GAS,38.0,2.0,MEDIUM,1,79.428,0 days 00:00:21.020000,0 days 00:00:36.956000,0 days 00:00:21.452000,199.0,256.0
GAS,39.0,2.0,MEDIUM,1,80.32,0 days 00:00:21.342000,0 days 00:00:37.369000,0 days 00:00:21.609000,185.0,258.0
GAS,40.0,2.0,MEDIUM,1,80.384,0 days 00:00:21.321000,0 days 00:00:37.464000,0 days 00:00:21.599000,197.0,257.0
GAS,42.0,2.0,MEDIUM,1,79.977,0 days 00:00:21.083000,0 days 00:00:37.313000,0 days 00:00:21.581000,199.0,256.0
GAS,43.0,2.0,MEDIUM,1,81.048,0 days 00:00:21.159000,0 days 00:00:37.964000,0 days 00:00:21.925000,193.0,256.0
GAS,44.0,2.0,MEDIUM,1,80.621,0 days 00:00:21.328000,0 days 00:00:37.580000,0 days 00:00:21.713000,189.0,257.0
GAS,45.0,2.0,MEDIUM,1,79.382,0 days 00:00:20.902000,0 days 00:00:37.198000,0 days 00:00:21.282000,190.0,257.0
GAS,46.0,2.0,MEDIUM,1,79.97,0 days 00:00:21.139000,0 days 00:00:37.499000,0 days 00:00:21.332000,192.0,257.0
GAS,47.0,2.0,MEDIUM,1,79.435,0 days 00:00:20.865000,0 days 00:00:37.294000,0 days 00:00:21.276000,198.0,256.0
GAS,48.0,2.0,MEDIUM,1,79.865,0 days 00:00:20.925000,0 days 00:00:37.454000,0 days 00:00:21.486000,196.0,257.0
